TranscriptID	Gene	fpkm_Mock_control	fpkm_METTL3_KD	lnFC	pval	adjp
ENST00000368487	ATP8B2	0	0.324184	Inf	0.000723571	0.00279291
ENST00000368489	ATP8B2	0.479085	1.04717	0.781972	0.000129572	0.000570689
ENST00000341822	ATP8B2	0.0204252	0.240541	2.46612	4.88498e-15	5.76939e-14
ENST00000341831	ATP8B2	0.69961	4.87298	1.94094	0	0
ENST00000368485	IL6R	1.13033	2.68478	0.86509	5.40671e-08	3.64471e-07
ENST00000392516	TDRD10	4.1473e-05	0.00231082	4.02031	5.61786e-06	3.01148e-05
ENST00000368481	TDRD10	0.0164719	0.00180919	-2.20878	0.0133888	0.0389113
ENST00000368428	FLAD1	1.42644	0.259726	-1.70331	0.000524018	0.00207483
ENST00000368407	EFNA1	21.6734	44.8693	0.727667	0	0
ENST00000316721	MTX1	0.736625	1.95911	0.978165	0.00163664	0.0058722
ENST00000392405	RUSC1	4.78391	2.10828	-0.819386	6.09164e-07	3.67258e-06
ENST00000384415	U6	0	13.7332	Inf	0	0
ENST00000368324	SYT11	0.0498932	0.381072	2.0331	4.44967e-05	0.000209559
ENST00000368304	ROBLD3	1.89058	6.34666	1.21104	0.00245651	0.00850828
ENST00000368298	LMNA	0	0.379706	Inf	0.000108501	0.000483002
ENST00000368294	LMNA	0	2.03224	Inf	1.82301e-15	2.20933e-14
ENST00000255029	BCAN	0.539798	0.11153	-1.5769	0.0102627	0.0308517
ENST00000353233	PRCC	0.859019	2.51968	1.0761	2.35955e-05	0.000115701
ENST00000368201	PRCC	3.92828	1.73121	-0.819381	3.71989e-07	2.30126e-06
ENST00000292357	PEAR1	2.05854	4.63	0.810561	2.58269e-11	2.3425e-10
ENST00000368131	IFI16	3.50101	7.5641	0.770362	9.81881e-12	9.21884e-11
ENST00000392191	KLHDC9	2.31566	0.205727	-2.4209	0.000237249	0.00100053
ENST00000368009	NIT1	6.25444	2.19706	-1.04617	3.85413e-09	2.89441e-08
ENST00000368002	USP21	0.0198425	0.361613	2.90275	0.00699552	0.0218982
ENST00000392169	SDHC	1.90558	4.37026	0.830036	9.54271e-08	6.28848e-07
ENST00000271469	UAP1	2.63505	0.549453	-1.56774	4.97846e-11	4.40129e-10
ENST00000367926	UAP1	10.9925	27.4789	0.91621	0	0
ENST00000367897	PBX1	3.28606	9.83688	1.09645	2.00935e-11	1.8399e-10
ENST00000384354	U6	0	12.1946	Inf	3.3375e-170	4.70938e-169
ENST00000367885	MGST3	0	8.11145	Inf	9.80931e-21	1.28725e-19
ENST00000367884	MGST3	0	0.922129	Inf	0.000275265	0.00114821
ENST00000367883	MGST3	1.21486	4.61446	1.33457	0.000235688	0.000994328
ENST00000402133	RP11-466F5.4	0.402137	0.0434404	-2.2254	0.00196055	0.00692773
ENST00000403379	MPZL1	10.8552	3.49664	-1.13284	1.97202e-05	9.78416e-05
ENST00000367841	IQWD1	1.71684	0.725234	-0.861746	0.00251348	0.00868783
ENST00000367821	TBX19	0.109162	0.464457	1.44803	0.0133744	0.0388848
ENST00000359326	C1orf112	22.698	8.09374	-1.03119	0	0
ENST00000286031	C1orf112	1.51736	0.692098	-0.785	0.000125302	0.000553098
ENST00000410709	SRP_euk_arch	17.8618	1.16248	-2.73211	2.90212e-05	0.00014046
ENST00000385648	AL031297.4-1	21.4957	0	-Inf	1.15307e-06	6.7226e-06
ENST00000367760	PRRX1	0.708135	0.240894	-1.07828	0.000217174	0.000921693
ENST00000367749	FMO4	0.68327	0.281085	-0.888232	0.0157202	0.0448815
ENST00000362019	METTL13	1.10631	3.60746	1.18197	2.15165e-10	1.80271e-09
ENST00000361951	DARS2	33.1897	15.7547	-0.745098	0	0
ENST00000367702	ZBTB37	0.945558	0.270527	-1.2514	0.00615281	0.0195309
ENST00000357444	RABGAP1L	1.59672	0.719719	-0.796849	0.00052847	0.00209114
ENST00000251507	RABGAP1L	2.517	0.415631	-1.80103	2.62013e-14	2.93925e-13
ENST00000367691	RABGAP1L	1.48537	0.702533	-0.748725	0.00196301	0.0069353
ENST00000367692	RABGAP1L	10.4327	3.79473	-1.01133	0	0
ENST00000367690	RABGAP1L	0.592406	0.133223	-1.49216	0.00440729	0.0144729
ENST00000367685	GPR52	0.264924	0.0194922	-2.60943	3.46568e-10	2.85158e-09
ENST00000392064	RABGAP1L	4.74915	1.74244	-1.00268	6.53906e-06	3.47527e-05
ENST00000367662	PAPPA2	0.332582	0.856273	0.945702	1.65882e-05	8.32583e-05
ENST00000367647	RASAL2	0.242639	1.11247	1.52277	6.07576e-05	0.000281121
ENST00000324778	RALGPS2	8.82027	4.22912	-0.735058	0	0
ENST00000367632	RALGPS2	8.78872	3.60764	-0.890415	0.00106744	0.00398341
ENST00000405393	RP11-345I18.3	6.72895	0.317787	-3.05279	2.92892e-11	2.63969e-10
ENST00000410460	SRP_euk_arch	0.143456	0	-Inf	0	0
ENST00000367605	CEP350	16.1645	6.79948	-0.865973	0	0
ENST00000367600	QSOX1	2.80562	10.2869	1.29924	4.82594e-07	2.94456e-06
ENST00000392029	QSOX1	4.9571	2.20523	-0.809988	1.20449e-07	7.85748e-07
ENST00000367589	XPR1	0.599803	3.76517	1.83695	1.93505e-06	1.09767e-05
ENST00000384026	U6	4.19434	0	-Inf	9.32133e-248	1.34899e-246
ENST00000367588	KIAA1614	0	0.00926738	Inf	0	0
ENST00000258317	NPL	0.614445	0.0601882	-2.32324	0.00630201	0.0199327
ENST00000347615	SMG7	0.417871	1.33775	1.16357	4.20205e-08	2.86864e-07
ENST00000367538	SMG7	4.06969	11.8574	1.06939	0.00741909	0.0230863
ENST00000304685	RGL1	0.389453	1.72407	1.4877	5.70846e-11	5.02346e-10
ENST00000360851	RGL1	0.833104	1.76324	0.749748	2.61555e-05	0.000127445
ENST00000367460	RGS18	0	0.0964139	Inf	0.0167535	0.0475053
ENST00000400969	TROVE2	0	0.341627	Inf	9.2912e-05	0.000417403
ENST00000367443	TROVE2	3.82982	1.57402	-0.889187	7.33174e-07	4.36939e-06
ENST00000367444	TROVE2	9.95649	4.25984	-0.848994	2.66454e-15	3.1923e-14
ENST00000367441	TROVE2	2.39547	5.21648	0.778242	7.73777e-06	4.06817e-05
ENST00000391986	CFH	6.12197	2.59646	-0.857735	1.43217e-07	9.25368e-07
ENST00000367400	CRB1	0	0.138131	Inf	6.51734e-05	0.000300072
ENST00000295591	IGFN1	0.31201	6.54846	3.04395	0	0
ENST00000335211	IGFN1	0.339149	3.06352	2.20088	5.71307e-10	4.61371e-09
ENST00000295624	NAV1	0.392078	2.37065	1.79946	0	0
ENST00000367296	NAV1	0.279222	2.00717	1.97248	0	0
ENST00000367300	NAV1	0.150036	0	-Inf	6.76034e-06	3.58422e-05
ENST00000333730	AL645504.10-1	0.21005	0.0218139	-2.2648	0	0
ENST00000364072	U6	0	3.45321	Inf	0	0
ENST00000367301	NAV1	0	0.130786	Inf	4.72457e-05	0.000221652
ENST00000367295	NAV1	0.886056	0.282818	-1.14198	8.54872e-14	9.32863e-13
ENST00000362011	SHISA4	2.64425	5.63817	0.757173	0.000404787	0.00163597
ENST00000367286	RNPEP	0.221332	1.10893	1.61149	4.93527e-05	0.000230898
ENST00000310044	ELF3	7.3442	3.55534	-0.72546	3.11823e-09	2.36392e-08
ENST00000367240	PPFIA4	0.561583	0.00670197	-4.42836	0	0
ENST00000367238	PPFIA4	0.210042	0.00456235	-3.82947	0	0
ENST00000295706	PPFIA4	0.643673	0.132437	-1.58108	5.58071e-07	3.38073e-06
ENST00000290551	BTG2	11.0162	37.658	1.22918	0	0
ENST00000357681	ATP2B4	9.75094	4.7467	-0.719915	0	0
ENST00000367212	ZC3H11A	0.380277	1.06529	1.03011	0.000615823	0.00240824
ENST00000367182	MDM4	12.8152	3.94798	-1.17743	0	0
ENST00000367179	MDM4	3.72923	1.41437	-0.969518	7.12193e-06	3.76415e-05
ENST00000367183	MDM4	6.16394	1.76991	-1.24779	3.2249e-05	0.000155247
ENST00000358024	TMCC2	0.0643252	0.242225	1.32592	0.0109705	0.0327073
ENST00000391937	TMCC2	0.064333	0.325832	1.62231	0.00196566	0.00694247
ENST00000360066	PCTK3	7.18398	2.64118	-1.00063	0.000219775	0.00093219
ENST00000384035	U6	0	13.7172	Inf	0.000111664	0.000496132
ENST00000338603	RASSF5	0.487363	0	-Inf	9.14886e-06	4.76344e-05
ENST00000367117	RASSF5	1.0843	8.27382	2.03217	0	0
ENST00000391931	DYRK3	3.73789	10.5303	1.03573	1.9984e-15	2.41657e-14
ENST00000367108	DYRK3	0.0378018	0.371844	2.28612	0.0131365	0.0382792
ENST00000367109	DYRK3	0.116269	1.11152	2.25758	9.10685e-06	4.74325e-05
ENST00000294981	MAPKAPK2	3.5994	13.5173	1.3232	0	0
ENST00000367070	C4BPA	0.272587	1.37596	1.61895	1.1479e-05	5.89237e-05
ENST00000391921	CD55	1.79189	4.26883	0.868068	0.0010894	0.00405846
ENST00000367026	TRAF3IP3	0	0.00643371	Inf	1.37115e-20	1.79772e-19
ENST00000367023	TRAF3IP3	0.0364557	0.00527254	-1.93359	0	0
ENST00000400959	AL022398.1	0	0.00430175	Inf	1.29316e-20	1.69648e-19
ENST00000308852	HHAT	0.896657	0	-Inf	5.92742e-05	0.000274604
ENST00000391905	HHAT	0.439682	0	-Inf	0.000935166	0.00352743
ENST00000261458	HHAT	0.0152356	1.01172	4.19577	0.000151653	0.000660807
ENST00000367010	HHAT	1.73992	0.727639	-0.871788	3.25465e-06	1.79986e-05
ENST00000310945	RP11-543B16.2	15.4821	37.3575	0.88085	3.1517e-12	3.06562e-11
ENST00000367006	RCOR3	4.35634	1.717	-0.931052	0	0
ENST00000336184	TRAF5	5.92455	1.59969	-1.3093	0.0017934	0.00638216
ENST00000367004	TRAF5	7.21877	0.916308	-2.06409	1.1477e-07	7.50925e-07
ENST00000390903	Y_RNA	0	25.539	Inf	0	0
ENST00000318866	DTL	1.46111	0.392031	-1.31561	3.5279e-09	2.66075e-08
ENST00000366991	DTL	75.4158	34.9609	-0.768788	0	0
ENST00000366987	ATF3	6.03207	17.8695	1.086	0	0
ENST00000366981	ATF3	2.65059	6.13861	0.839816	0.0147022	0.0423291
ENST00000366985	ATF3	7.67769	18.4038	0.874237	4.88452e-05	0.000228621
ENST00000366983	ATF3	0.190782	1.3381	1.94787	0.00615734	0.0195425
ENST00000366984	ATF3	2.11649	4.28792	0.706043	8.13308e-05	0.000368721
ENST00000398365	RP11-348H3.4	0	3.14791	Inf	9.16385e-13	9.23154e-12
ENST00000366968	VASH2	0	0.814889	Inf	3.40632e-11	3.05059e-10
ENST00000366967	VASH2	4.5975	1.7032	-0.993001	0	0
ENST00000366966	VASH2	0.359059	0.101393	-1.26448	0.0110069	0.0328047
ENST00000366965	VASH2	0.178032	0.425133	0.870436	0.0145295	0.0418701
ENST00000343712	VASH2	0.41334	0.982929	0.866265	0.00778572	0.0241063
ENST00000366959	RPS6KC1	23.9844	6.53512	-1.30021	0.00097824	0.00367512
ENST00000366945	KCTD3	0.153671	1.60864	2.34833	0.0105878	0.0317123
ENST00000259154	KCTD3	98.38	31.2246	-1.14763	0	0
ENST00000366933	SPATA17	2.73082	1.01279	-0.991895	0.000331142	0.00135928
ENST00000366930	TGFB2	0.853851	5.82597	1.92032	6.79456e-13	6.91432e-12
ENST00000402574	MARK1	2.57129	0.414209	-1.82579	0	0
ENST00000400956	MIA3	6.00178	14.476	0.880439	1.78746e-13	1.90753e-12
ENST00000320831	MIA3	0	1.06402	Inf	1.67222e-45	2.24661e-44
ENST00000344441	MIA3	1.52918	0.704995	-0.774297	3.51493e-10	2.89102e-09
ENST00000391877	DEGS1	3.05035	10.0632	1.19363	0.000211684	0.000899952
ENST00000384160	U6	13.9029	0	-Inf	3.09176e-319	4.54763e-318
ENST00000366860	CNIH4	66.8118	139.343	0.73506	0	0
ENST00000366857	CNIH4	5.77708	18.301	1.15306	6.4406e-06	3.42584e-05
ENST00000272167	EPHX1	120.005	48.4666	-0.90666	0	0
ENST00000385428	AL359742.15-1	15.9463	0	-Inf	7.74376e-231	1.11592e-229
ENST00000391872	PSEN2	0.296788	0	-Inf	0.00236978	0.00823636
ENST00000407840	AL391628.18	2.68558	1.3064	-0.720623	2.10705e-05	0.000104049
ENST00000366777	CABC1	0	0.305819	Inf	9.49225e-06	4.93116e-05
ENST00000343776	ZNF678	2.14594	0.927198	-0.839164	3.85791e-05	0.000183415
ENST00000272102	ARF1	131.233	275.433	0.741367	0	0
ENST00000312726	GUK1	7.00118	20.2783	1.06347	1.11022e-15	1.35933e-14
ENST00000366726	GUK1	0.51143	2.78303	1.69408	0.000126755	0.000558951
ENST00000366727	GUK1	18.5698	50.5556	1.00154	0	0
ENST00000366723	GUK1	0.260223	1.31165	1.6175	0.0117171	0.0346821
ENST00000366722	GUK1	1.13687	4.56993	1.39122	3.67077e-05	0.000175161
ENST00000366721	GUK1	14.1112	40.3611	1.0509	0	0
ENST00000366719	GUK1	7.73727	0	-Inf	4.84941e-15	5.73045e-14
ENST00000366718	GUK1	1.3636	3.86805	1.04262	7.4557e-05	0.000340006
ENST00000366709	OBSCN	1.23474	0.517823	-0.868978	0	0
ENST00000327449	DUSP5P	1.75073	0.44283	-1.3746	2.32448e-07	1.46895e-06
ENST00000366691	RHOU	24.2224	4.07313	-1.78287	0	0
ENST00000366639	TSNAX	55.6431	26.7513	-0.732377	0	0
ENST00000317586	DISC1	0	0.215138	Inf	0.000188283	0.000807796
ENST00000366632	DISC1	0	0.214567	Inf	9.99162e-05	0.000447454
ENST00000366627	C1orf57	1.69114	3.83569	0.818946	0.0101708	0.0306006
ENST00000366613	C1orf31	11.7006	23.4298	0.694372	4.61365e-06	2.50178e-05
ENST00000366592	GPR137B	6.02449	1.77833	-1.22016	1.11022e-15	1.35971e-14
ENST00000352231	LGALS8	18.8561	8.14746	-0.83913	0	0
ENST00000341872	LGALS8	11.7213	5.23498	-0.806048	0	0
ENST00000366584	LGALS8	1.88014	0.599879	-1.14237	2.44896e-07	1.54385e-06
ENST00000366583	LGALS8	6.75853	3.31678	-0.711811	2.32071e-05	0.000113884
ENST00000238181	LGALS8	2.25492	7.71647	1.23024	3.67925e-08	2.52661e-07
ENST00000406509	LGALS8	0	4.20805	Inf	5.44252e-25	7.16984e-24
ENST00000356238	LGALS8	8.42194	2.68294	-1.14393	3.27695e-10	2.70032e-09
ENST00000366576	MTR	16.8372	5.89281	-1.04986	0	0
ENST00000366577	AL359259.18	9.22303	2.88118	-1.1635	0.00037683	0.00153113
ENST00000330178	FMN2	0	0.0601258	Inf	1.83744e-122	2.5583e-121
ENST00000366547	EXO1	19.9306	9.82909	-0.706908	0.000184882	0.000794287
ENST00000366548	EXO1	13.0622	2.0539	-1.84998	0	0
ENST00000366541	SDCCAG8	2.71491	0.291674	-2.23088	1.33227e-15	1.62622e-14
ENST00000302550	PPPDE1	10.498	0	-Inf	5.10845e-20	6.69173e-19
ENST00000391840	PPPDE1	0.52336	2.72288	1.64918	0.00322271	0.010909
ENST00000366528	FAM36A	3.21686	0.744836	-1.463	0.00202283	0.0071221
ENST00000366522	EFCAB2	0.479772	0.0645236	-2.00628	0.0110349	0.0328727
ENST00000366521	EFCAB2	5.45723	0.233415	-3.15188	0.000781235	0.00299319
ENST00000391838	EFCAB2	13.4087	3.39639	-1.37319	0	0
ENST00000407200	RP11-36N20.2	0	0.138552	Inf	2.18444e-183	3.09525e-182
ENST00000366512	C1orf71	0.361335	0.870236	0.878958	0.0105216	0.0315441
ENST00000366511	C1orf71	3.06295	7.17229	0.850845	0.00218054	0.00763042
ENST00000304952	HES4	9.07154	3.99118	-0.821055	6.24e-06	3.32636e-05
ENST00000347370	UBE2J2	0.830965	2.04621	0.901159	0.000197258	0.000843587
ENST00000349431	UBE2J2	3.48131	0.574823	-1.8011	2.44249e-15	2.93746e-14
ENST00000400929	UBE2J2	3.49266	1.02318	-1.22775	3.76451e-10	3.08765e-09
ENST00000339385	UBE2J2	0.756527	12.4439	2.80025	6.66134e-16	8.24303e-15
ENST00000348298	UBE2J2	2.94327	6.99978	0.86636	7.2805e-06	3.84197e-05
ENST00000360466	UBE2J2	3.29408	7.73138	0.85316	2.09697e-05	0.000103574
ENST00000354700	ACAP3	7.88445	3.65175	-0.769686	0	0
ENST00000294579	CPSF3L	3.57578	0.66042	-1.68906	6.18862e-10	4.98222e-09
ENST00000338370	AURKAIP1	1.02458	2.25854	0.790437	0.017318	0.0488701
ENST00000378726	SSU72	0.581143	2.00732	1.23956	1.16192e-05	5.96224e-05
ENST00000341991	NADK	1.02483	0.329916	-1.13345	6.36857e-05	0.000293682
ENST00000378625	NADK	3.47268	1.44718	-0.875307	7.11364e-12	6.74946e-11
ENST00000344463	NADK	3.18475	1.11703	-1.0477	1.39666e-13	1.50066e-12
ENST00000378558	C1orf86	0.420288	0.0293862	-2.66042	7.21645e-14	7.91008e-13
ENST00000401813	C1orf86	0.465163	1.93789	1.42697	0.0174404	0.0491588
ENST00000355716	TNFRSF14	1.06532	3.4838	1.18485	1.83963e-06	1.04623e-05
ENST00000409119	TNFRSF14	0.657799	1.92204	1.07225	0.00950267	0.0288088
ENST00000294599	MEGF6	10.5621	5.19675	-0.709235	0	0
ENST00000361605	C1orf174	1.38601	0.665343	-0.733881	0.0160441	0.0456997
ENST00000378156	NPHP4	0.591935	2.81723	1.56011	2.22045e-16	2.85015e-15
ENST00000378162	NPHP4	0.250051	0.646133	0.94934	0.00806617	0.0248889
ENST00000378160	NPHP4	0.455318	0.0864067	-1.66193	0.0106376	0.0318333
ENST00000377855	ACOT7	0	0.245641	Inf	0.00185109	0.00656887
ENST00000377516	UTS2	0.222776	0	-Inf	0.0105933	0.0317179
ENST00000377464	RERE	2.06984	0.641727	-1.17106	0	0
ENST00000337907	RERE	0.208072	2.80589	2.60159	0	0
ENST00000407064	RP4-633I8.2	9.10148	4.203	-0.77264	0.000146691	0.000640708
ENST00000377424	SLC2A5	0.229592	0.628583	1.00716	0.0149221	0.0428641
ENST00000377288	CLSTN1	4.0609	17.6367	1.46858	0	0
ENST00000377298	CLSTN1	0.413769	6.35592	2.73183	0	0
ENST00000377263	CTNNBIP1	1.31296	0.38758	-1.22012	3.65305e-06	2.00608e-05
ENST00000400903	LZIC	6.30077	2.21767	-1.04421	1.98874e-10	1.67004e-09
ENST00000304457	EXOSC10	0.63767	1.48111	0.842727	0.00108204	0.00403343
ENST00000376779	FBXO2	5.46404	2.01604	-0.997051	1.10587e-06	6.46457e-06
ENST00000354287	FBXO2	8.29724	2.12812	-1.36069	0	0
ENST00000376576	KIAA2013	0.0610538	0.467347	2.03531	0.00241304	0.00836955
ENST00000376476	NPPA	0	0.0336801	Inf	2.16833e-33	2.87975e-32
ENST00000358733	KIAA2013	1.19938	3.91037	1.18183	3.78191e-08	2.59428e-07
ENST00000376572	KIAA2013	9.2165	19.2177	0.734835	0	0
ENST00000329923	KIAA2013	0.223956	0.601938	0.988705	0.0130901	0.0381641
ENST00000376223	DHRS3	16.0558	5.9439	-0.993706	0	0
ENST00000376005	C1orf195	0	0.131043	Inf	3.53384e-37	4.71033e-36
ENST00000400777	CASP9	54.8847	16.8488	-1.18096	0	0
ENST00000375729	ZBTB17	0.846009	0.40468	-0.737434	0.0144008	0.0415536
ENST00000407976	EPHA2	1.58319	3.31291	0.738387	0.00610657	0.0194023
ENST00000375486	PADI2	0.02612	0.214443	2.10535	0.00457647	0.0149716
ENST00000375341	ALDH4A1	1.32528	0.603504	-0.786625	0.000519762	0.00205965
ENST00000235835	AKR7A2	3.29638	1.47898	-0.801473	0.000520878	0.00206351
ENST00000363533	U6	0	11.4221	Inf	3.91373e-74	5.35274e-73
ENST00000264202	CAPZB	0.933422	2.0929	0.807447	0.0074644	0.0232109
ENST00000294543	TMCO4	1.00484	0.357328	-1.03393	0.000301806	0.00124828
ENST00000375122	TMCO4	1.60947	0.58036	-1.02001	1.26726e-05	6.46967e-05
ENST00000375124	TMCO4	1.07075	0.231628	-1.53098	6.49633e-05	0.000299198
ENST00000375031	SH2D5	0.521389	1.7125	1.18921	5.2501e-07	3.1923e-06
ENST00000312239	HP1BP3	59.7369	23.1815	-0.946593	0	0
ENST00000374933	EIF4G3	1.43616	3.75845	0.962036	0.00226763	0.00791504
ENST00000356916	EIF4G3	0.252509	0	-Inf	0.00239462	0.00831416
ENST00000374695	HSPG2	19.0924	6.43938	-1.08686	0	0
ENST00000374676	HSPG2	23.4698	9.96867	-0.856267	4.22644e-09	3.16269e-08
ENST00000311538	HSPG2	11.5251	5.74626	-0.695979	1.4674e-05	7.42175e-05
ENST00000374608	ZNF436	1.20138	2.75522	0.830025	3.57096e-07	2.21441e-06
ENST00000360017	ZNF436	0.380594	0	-Inf	0.00306462	0.0104123
ENST00000361729	E2F2	5.89019	2.1745	-0.996491	0	0
ENST00000374561	ID3	137.793	57.88	-0.867378	0	0
ENST00000374497	GALE	0.896206	1.96981	0.787521	0.00571882	0.0182864
ENST00000374490	HMGCL	6.93233	2.91736	-0.865516	1.35097e-09	1.05897e-08
ENST00000374479	FUCA1	3.58783	1.52593	-0.854943	9.58777e-07	5.64968e-06
ENST00000405120	RP11-4M23.4	17.6988	8.73994	-0.705596	0.00563562	0.0180531
ENST00000344989	FUSIP1	15.9017	6.66445	-0.869639	0	0
ENST00000236291	STMN1	7.9219	2.32985	-1.22383	0	0
ENST00000374223	UBXN11	1.40263	0.575291	-0.89123	0.0113401	0.0336863
ENST00000357089	UBXN11	0.659847	0.163546	-1.39491	0.00761289	0.0236276
ENST00000374221	UBXN11	0.418682	0.0798707	-1.6567	0.0103128	0.0309856
ENST00000374217	UBXN11	0	1.37486	Inf	3.07455e-12	2.99322e-11
ENST00000374222	UBXN11	0	0.632024	Inf	3.18099e-07	1.98207e-06
ENST00000308182	AIM1L	0.126374	0.45683	1.28506	0.00991039	0.0299091
ENST00000263980	SLC9A1	2.73864	6.1033	0.80137	2.22045e-16	2.88632e-15
ENST00000374084	SLC9A1	0	0.505827	Inf	0.00717223	0.0223893
ENST00000357582	MAP3K6	1.76284	0.771897	-0.82583	6.84765e-07	4.10031e-06
ENST00000374036	MAP3K6	0.28804	0.908029	1.14818	0.00957052	0.0289946
ENST00000373961	IFI6	8.53352	4.13899	-0.72355	0.000565645	0.00222784
ENST00000361157	IFI6	17.235	7.7587	-0.798125	2.97266e-09	2.25628e-08
ENST00000373863	EYA3	3.43441	7.75024	0.81388	4.35816e-07	2.67061e-06
ENST00000373824	TAF12	30.356	12.7677	-0.86608	0	0
ENST00000373791	MECR	1.65656	0.783217	-0.749089	0.00117324	0.00433961
ENST00000398820	MECR	6.41894	3.17889	-0.702722	1.11445e-05	5.7347e-05
ENST00000373742	PUM1	1.24845	0	-Inf	1.63797e-10	1.38552e-09
ENST00000373741	PUM1	0.683653	0	-Inf	4.06745e-08	2.78019e-07
ENST00000363284	SNORD103	24.899	119.141	1.56548	0.00846279	0.0259726
ENST00000365237	SNORD103	21.7269	129.315	1.7837	0.00288029	0.00983379
ENST00000363311	SNORD103	0	66.9796	Inf	0	0
ENST00000373736	NKAIN1	0.040396	0.209197	1.64455	0.00692992	0.0217114
ENST00000263693	NKAIN1	0.0404003	0.209199	1.64445	0.00715977	0.0223599
ENST00000373713	FABP3	8.85852	45.3144	1.63225	0	0
ENST00000401075	AC114494.2-1	7.54201	3.45038	-0.782006	4.66949e-05	0.000219279
ENST00000271069	COL16A1	0.0364478	0.202167	1.71321	0.00245669	0.00850821
ENST00000398547	BAI2	0.0015549	0.00566779	1.29339	0	0
ENST00000398542	BAI2	0.00231385	0.0214383	2.22627	0.000651836	0.00253445
ENST00000329421	MARCKSL1	11.3629	5.07291	-0.806443	3.22631e-13	3.38643e-12
ENST00000373484	SYNC	22.3093	8.76115	-0.934677	0	0
ENST00000329151	TMEM54	0.28094	1.62894	1.75754	0.00237783	0.00826174
ENST00000314780	TMEM54	1.87847	0.752779	-0.914439	0.0175632	0.049467
ENST00000291416	TRIM62	1.72383	3.75376	0.778209	6.85962e-08	4.58762e-07
ENST00000307890	PHC2	2.02885	0.842319	-0.879067	3.02201e-05	0.000145927
ENST00000373226	CLSPN	1.63138	0.213496	-2.03357	2.22045e-16	2.82954e-15
ENST00000251195	CLSPN	3.095	0.71969	-1.45872	0	0
ENST00000318121	CLSPN	16.8998	8.23946	-0.718365	0	0
ENST00000373220	CLSPN	0.580463	1.3315	0.830232	0.000146139	0.000638361
ENST00000404095	RP11-238O13.1	0	0.454418	Inf	0	0
ENST00000373132	STK40	0.946678	4.65118	1.59192	0	0
ENST00000364578	SNORA63	7.07473	0	-Inf	5.72086e-13	5.85687e-12
ENST00000373044	YRDC	15.131	31.3337	0.727952	0	0
ENST00000383927	U6	16.6659	0	-Inf	0	0
ENST00000365352	Y_RNA	0	9.08335	Inf	1.04528e-252	1.51472e-251
ENST00000372748	COL9A2	0.242147	0.661426	1.00485	0.00628627	0.0198929
ENST00000372684	RIMS3	0.200632	0.0768978	-0.958994	0.00972242	0.0294042
ENST00000372595	SCMH1	0.694884	0.118049	-1.77264	8.68345e-06	4.53452e-05
ENST00000337495	SCMH1	4.7357	0.0396889	-4.78181	2.44249e-15	2.93505e-14
ENST00000397174	SCMH1	0.428086	0.110469	-1.35459	0.00269902	0.00927095
ENST00000326197	SCMH1	1.01712	0.158983	-1.85594	4.39489e-08	2.99332e-07
ENST00000361705	SCMH1	0	1.14491	Inf	1.84093e-17	2.40505e-16
ENST00000397171	SCMH1	0	0.895419	Inf	5.01144e-14	5.53861e-13
ENST00000402904	SCMH1	0.348361	0.093563	-1.3146	0.0054612	0.0175351
ENST00000372572	FOXJ3	1.50968	0.366316	-1.41615	2.70006e-13	2.84968e-12
ENST00000372565	ZMYND12	0.0143821	0	-Inf	4.76781e-151	6.70187e-150
ENST00000397019	SLC2A1	3.07777	10.2988	1.20782	0	0
ENST00000372501	SLC2A1	26.6839	76.7022	1.05587	0	0
ENST00000372433	HYI	0	0.676142	Inf	0.000928546	0.00350456
ENST00000372426	HYI	1.53995	6.16125	1.38653	1.22102e-05	6.24446e-05
ENST00000403034	HYI	1.69032	0.0526613	-3.46879	2.66454e-15	3.19143e-14
ENST00000326220	HYI	0.262062	1.20094	1.52228	0.00681051	0.0213601
ENST00000403015	RP4-654J19.1	0.0483222	0.00206711	-3.15174	0.000997434	0.00374021
ENST00000372310	SLC6A9	12.6111	5.18205	-0.88938	0	0
ENST00000372242	TMEM53	0	0.436282	Inf	0.0157746	0.0450192
ENST00000372243	TMEM53	0.164464	1.17266	1.96434	3.70529e-05	0.000176674
ENST00000372194	PTCH2	0.461951	0	-Inf	0.000416398	0.00167858
ENST00000360403	EIF2B3	14.2606	5.53073	-0.947182	0	0
ENST00000372168	HECTD3	1.92998	5.28816	1.00796	1.71079e-10	1.44434e-09
ENST00000359600	ZSWIM5	3.27108	1.44668	-0.815847	6.66134e-16	8.22916e-15
ENST00000359291	MUTYH	0.211957	0	-Inf	0.00936782	0.0284215
ENST00000372098	MUTYH	0.32372	0.0174343	-2.92144	1.11231e-05	5.72573e-05
ENST00000372086	TESK2	1.74606	0.626601	-1.02481	1.76745e-06	1.007e-05
ENST00000341771	TESK2	0	0.511678	Inf	2.3668e-08	1.65473e-07
ENST00000372083	TESK2	2.37739	0.495337	-1.56852	9.78551e-13	9.83978e-12
ENST00000359942	IPP	2.10598	1.00113	-0.74365	0.00132959	0.00486645
ENST00000396474	IPP	5.62243	2.73409	-0.720966	9.93605e-12	9.32494e-11
ENST00000401059	AL604028.15	0	21.6697	Inf	3.34275e-201	4.76102e-200
ENST00000404358	RP11-735A5.1	9.40951	4.64803	-0.705278	0.00153851	0.0055513
